sn,staff_id,working_hours,job_level,salary
9452,ST-82697770-BRH16,Full-time,Entry,2620.52
9453,ST-68684000-FEJ9,Part-time,Mid,1876.60
9454,ST-63412941-LES12,Part-time,Mid,1682.34
9455,ST-50094088-RRB19,Part-time,Senior,8444.01
9456,ST-79577499-ATC20,Part-time,Entry,2135.06
9457,ST-56796215-JJG10,Full-time,Senior,16728.48
9458,ST-72404018-CMM19,Part-time,Senior,7559.18
9459,ST-31296266-TJM9,Part-time,Mid,2172.12
9460,ST-15805111-DJL11,Full-time,Entry,3776.85
9461,ST-57981749-BCT7,Full-time,Senior,10103.78
9462,ST-52322262-LJG19,Part-time,Mid,929.38
9463,ST-30273878-MJM24,Part-time,Mid,2402.11
9464,ST-89355090-CDG11,Part-time,Senior,8521.20
9465,ST-87648603-CRD5,Full-time,Mid,3322.70
9466,ST-80532294-AKB21,Part-time,Mid,1193.19
9467,ST-61147746-KJC5,Part-time,Mid,1537.49
9468,ST-53332050-REH6,Full-time,Senior,17954.02
9469,ST-12366624-DCR13,Part-time,Senior,9931.82
9470,ST-23598814-NAR9,Full-time,Entry,2911.89
9471,ST-88183146-DAL12,Part-time,Mid,2006.79
9472,ST-51720907-WJD7,Full-time,Mid,2850.78
9473,ST-65405516-BJM17,Full-time,Mid,3643.43
9474,ST-48130742-DMJ8,Full-time,Mid,4857.76
9475,ST-80082680-MJM23,Part-time,Mid,1566.54
9476,ST-75133120-MMZ20,Part-time,Entry,2188.53
9477,ST-78149479-RTA17,Full-time,Mid,4933.91
9478,ST-67822899-RSS14,Part-time,Mid,1521.93
9479,ST-69909725-GCM24,Full-time,Entry,3301.23
9480,ST-59678184-MRD24,Part-time,Senior,6189.36
9481,ST-22764873-SSH22,Full-time,Entry,3778.34
9482,ST-98997051-DSW14,Full-time,Senior,11591.20
9483,ST-85057728-SSC4,Full-time,Entry,4577.16
9484,ST-32821427-EMJ1,Full-time,Executive,30582.06
9485,ST-78841608-WAG16,Full-time,Mid,2603.43
9486,ST-52577489-ALT19,Full-time,Senior,13035.14
9487,ST-29064356-CCH23,Full-time,Senior,15223.54
9488,ST-62081779-WKD12,Part-time,Mid,1522.22
9489,ST-60438582-CDF14,Full-time,Entry,4269.66
9490,ST-47125279-LWB6,Full-time,Entry,4187.27
9491,ST-15821255-JLP20,Full-time,Entry,2698.78
9492,ST-51790307-TIW2,Part-time,Mid,2090.91
9493,ST-51955715-PSZ8,Part-time,Mid,1530.73
9494,ST-42885655-MAH12,Part-time,Mid,903.99
9495,ST-48369732-CAP24,Part-time,Entry,2408.79
9496,ST-39958489-ADL11,Full-time,Mid,3877.39
9497,ST-48619013-MAH6,Part-time,Mid,1521.33
9498,ST-86578553-EEP14,Part-time,Senior,9208.22
9499,ST-44546288-AAM11,Full-time,Entry,3632.59
9500,ST-51015720-ASM17,Full-time,Mid,2937.27
9501,ST-30595565-WSR16,Full-time,Senior,15575.32
9502,ST-75112601-NCW24,Part-time,Senior,7535.60
9503,ST-29286162-HIC23,Full-time,Entry,3243.53
9504,ST-86070451-BGW10,Part-time,Entry,1095.14
9505,ST-42166327-KSP18,Full-time,Entry,4910.53
9506,ST-16460360-TAM22,Part-time,Entry,1971.72
9507,ST-68344733-SKG2,Part-time,Entry,898.05
9508,ST-90852836-JMT14,Full-time,Senior,19285.86
9509,ST-32076147-LTH24,Part-time,Entry,1613.82
9510,ST-43065370-JWJ24,Part-time,Senior,7706.77
9511,ST-48398554-CTW12,Full-time,Mid,3365.69
9512,ST-26434031-JEH11,Full-time,Senior,14245.28
9513,ST-44132845-LES16,Part-time,Mid,2045.59
9514,ST-19609817-STM3,Full-time,Entry,3364.03
9515,ST-36431754-HKM13,Part-time,Mid,1168.66
9516,ST-45204187-AAD10,Full-time,Mid,4071.67
9517,ST-97395658-DRJ6,Part-time,Mid,1916.51
9518,ST-98330038-JJM3,Part-time,Entry,956.73
9519,ST-90008422-DDS19,Full-time,Senior,13462.03
9520,ST-23319483-PRB10,Full-time,Senior,12678.95
9521,ST-46528481-JGM6,Part-time,Mid,1835.87
9522,ST-17785933-JSG5,Full-time,Mid,4831.26
9523,ST-96605807-AZA16,Full-time,Entry,4588.55
9524,ST-81204750-SLE11,Part-time,Mid,1746.64
9525,ST-29730757-RJM22,Part-time,Senior,6558.55
9526,ST-46448344-PBD5,Part-time,Mid,1714.55
9527,ST-69564726-ELF8,Part-time,Entry,1011.05
9528,ST-20510020-TSP18,Part-time,Entry,2051.64
9529,ST-71055256-MKT3,Part-time,Entry,1303.34
9530,ST-22023399-BJJ7,Part-time,Entry,1900.78
9531,ST-73151421-JBG4,Full-time,Senior,14914.02
9532,ST-51852738-RLO14,Part-time,Mid,1057.29
9533,ST-93844256-TCK2,Part-time,Entry,1759.29
9534,ST-72187490-EAC14,Full-time,Senior,11100.46
9535,ST-61177985-ABG5,Full-time,Senior,10329.08
9536,ST-20407987-WSP1,Full-time,Executive,33742.05
9537,ST-75668720-KJY18,Full-time,Entry,2500.82
9538,ST-20991824-EPR22,Full-time,Entry,4806.42
9539,ST-76275690-CAE16,Full-time,Mid,3721.51
9540,ST-20291646-MBD3,Part-time,Mid,1294.83
9541,ST-72773150-CVE16,Full-time,Entry,3083.02
9542,ST-78465497-SOW3,Full-time,Mid,4744.04
9543,ST-36246389-MAF12,Full-time,Senior,18129.22
9544,ST-97148441-MDS11,Full-time,Entry,4978.00
9545,ST-62443484-RJA24,Full-time,Senior,18022.07
9546,ST-72950646-CAC6,Part-time,Mid,2337.78
9547,ST-95604948-JMW1,Full-time,Executive,26516.89
9548,ST-50058456-SAH13,Full-time,Senior,16267.31
9549,ST-75550745-AAG2,Full-time,Senior,11326.56
9550,ST-45153807-BBT2,Full-time,Senior,14334.22
9551,ST-62434639-JJM19,Full-time,Mid,4153.25
9552,ST-33744186-MVF17,Full-time,Senior,15821.61
9553,ST-17760998-CWH8,Full-time,Senior,17381.82
9554,ST-60824949-JMM13,Part-time,Senior,7818.07
9555,ST-55272657-JJC6,Full-time,Entry,3191.52
9556,ST-25633056-BDC22,Part-time,Mid,1318.23
9557,ST-55321467-AJT14,Full-time,Senior,18897.07
9558,ST-16319181-JJF7,Full-time,Senior,19250.13
9559,ST-57660127-YLG13,Part-time,Entry,1555.93
9560,ST-19242735-WJC14,Part-time,Senior,6782.32
9561,ST-16737662-VTM23,Full-time,Senior,19144.88
9562,ST-29269129-BDJ3,Part-time,Mid,2284.89
9563,ST-41713299-JSH22,Part-time,Senior,8541.80
9564,ST-42233866-MBK23,Part-time,Mid,2261.05
9565,ST-48471929-CFH8,Full-time,Mid,4575.27
9566,ST-63515809-CCF15,Full-time,Entry,4771.37
9567,ST-95787626-SPY4,Part-time,Entry,1358.60
9568,ST-10940704-EWS17,Full-time,Entry,2634.75
9569,ST-98104458-LJS10,Part-time,Mid,2242.09
9570,ST-75138524-FAB21,Part-time,Mid,2247.47
9571,ST-39294650-DLJ2,Full-time,Senior,19077.11
9572,ST-12370409-LKB23,Full-time,Entry,4269.37
9573,ST-68453624-JMW20,Part-time,Senior,9844.37
9574,ST-47138618-JGW10,Part-time,Mid,1230.53
9575,ST-56998655-DJV10,Full-time,Mid,3633.77
9576,ST-67149917-SJM24,Part-time,Mid,1436.21
9577,ST-68464237-LJB3,Full-time,Mid,3686.37
9578,ST-17353832-JTC16,Part-time,Entry,806.14
9579,ST-63233789-ERR14,Full-time,Senior,14940.48
9580,ST-25208079-HBC8,Full-time,Entry,4644.01
9581,ST-14711344-JSS9,Part-time,Mid,886.02
9582,ST-11517316-DRK18,Full-time,Mid,4605.37
9583,ST-84333288-JDM2,Part-time,Mid,1170.39
9584,ST-41861165-RAW13,Full-time,Entry,3223.55
9585,ST-26491128-KLM3,Part-time,Mid,789.86
9586,ST-97318701-SCP3,Full-time,Mid,4105.93
9587,ST-33339377-DDR10,Full-time,Entry,3487.28
9588,ST-19444529-DCW10,Part-time,Entry,1134.38
9589,ST-24542084-JBP10,Part-time,Entry,1013.45
9590,ST-97696721-SJF17,Part-time,Senior,8737.47
9591,ST-89745292-PAK22,Part-time,Senior,7328.61
9592,ST-80540880-BRF17,Full-time,Senior,19322.34
9593,ST-14474210-PLV13,Part-time,Mid,1882.60
9594,ST-15039018-JRB3,Part-time,Entry,1621.48
9595,ST-80743534-CTT12,Part-time,Mid,2413.61
9596,ST-75081578-DMW21,Full-time,Entry,2530.98
9597,ST-60775892-RJL1,Full-time,Executive,34429.72
9598,ST-29803894-MKH22,Full-time,Mid,3902.76
9599,ST-65865502-KED8,Part-time,Mid,1165.51
9600,ST-64442972-KJM2,Part-time,Mid,883.31
9601,ST-12989064-LSH6,Full-time,Mid,4294.42
9602,ST-39165068-TTR7,Part-time,Entry,1132.39
9603,ST-52616701-TCW19,Full-time,Mid,3848.75
9604,ST-90322897-MJM8,Part-time,Mid,1592.54
9605,ST-81902707-TMW7,Full-time,Senior,16360.34
9606,ST-83007235-JKG7,Full-time,Entry,2738.98
9607,ST-39849345-DMR7,Full-time,Mid,2503.29
9608,ST-66652371-ANP10,Full-time,Senior,16839.06
9609,ST-87576838-JLL1,Full-time,Executive,28331.18
9610,ST-32832078-LCW20,Full-time,Mid,2824.35
9611,ST-16748934-DEG8,Part-time,Entry,1414.35
9612,ST-60702911-CCG15,Part-time,Entry,2150.83
9613,ST-68410698-SLF17,Part-time,Senior,6476.43
9614,ST-54556927-CCH3,Part-time,Entry,2259.84
9615,ST-36445574-KCG17,Part-time,Mid,791.12
9616,ST-37719766-JTB8,Part-time,Mid,857.07
9617,ST-40829081-PYB23,Part-time,Senior,8635.18
9618,ST-37332091-MDB1,Full-time,Executive,27478.44
9619,ST-73432278-HKP10,Part-time,Mid,1556.69
9620,ST-11485377-TCI4,Full-time,Mid,3541.83
9621,ST-42546773-PMM24,Part-time,Entry,1697.41
9622,ST-14642723-HPT3,Full-time,Senior,13717.75
9623,ST-92774571-AAT17,Full-time,Senior,11332.55
9624,ST-15712506-RSM15,Part-time,Mid,1257.30
9625,ST-21698513-CKH6,Part-time,Entry,1583.56
9626,ST-16995274-SPM11,Full-time,Senior,18820.58
9627,ST-75520422-JSM1,Full-time,Executive,23035.45
9628,ST-91758624-KHA10,Full-time,Mid,3477.77
9629,ST-25859138-APB13,Part-time,Senior,8600.78
9630,ST-13851641-MBC2,Part-time,Entry,1312.61
9631,ST-97870827-LSW14,Full-time,Entry,2716.59
9632,ST-76085374-DSC10,Part-time,Senior,9818.02
9633,ST-45276520-JAW2,Part-time,Mid,1439.01
9634,ST-47856701-CRR6,Part-time,Entry,1178.43
9635,ST-85336720-ATS16,Full-time,Entry,3111.18
9636,ST-39066948-JDN5,Part-time,Entry,2246.89
9637,ST-48494644-SKJ4,Part-time,Mid,851.05
9638,ST-30455946-JLR18,Part-time,Senior,7503.64
9639,ST-45445971-DAM6,Part-time,Senior,6847.51
9640,ST-33382719-CAW11,Full-time,Senior,10375.77
9641,ST-91516893-CMB20,Part-time,Mid,1442.99
9642,ST-78336957-DJL16,Full-time,Entry,2974.45
9643,ST-63300704-JDD6,Full-time,Entry,3100.73
9644,ST-10795641-JJS22,Full-time,Entry,2981.21
9645,ST-84930277-KJL7,Part-time,Mid,1338.38
9646,ST-17794480-RMJ4,Part-time,Senior,6493.23
9647,ST-47577387-MTW20,Full-time,Senior,13713.27
9648,ST-40321348-JDP5,Part-time,Senior,9926.04
9649,ST-24634913-JRS18,Full-time,Mid,3250.21
9650,ST-87728795-DJR12,Full-time,Entry,3302.75
9651,ST-28102017-DJB4,Part-time,Entry,1861.41
9652,ST-30163058-SPR22,Part-time,Entry,1750.04
9653,ST-78594832-CJS5,Full-time,Senior,11504.16
9654,ST-91390549-MPR10,Part-time,Senior,8133.93
9655,ST-39887595-HBK18,Full-time,Mid,3721.79
9656,ST-23462941-KPS19,Part-time,Senior,6523.66
9657,ST-88639250-ANM14,Part-time,Mid,2306.43
9658,ST-15627472-SAL9,Part-time,Senior,8874.78
9659,ST-28214933-ELK2,Full-time,Mid,2549.34
9660,ST-83436309-RKA17,Full-time,Senior,12166.89
9661,ST-22466662-JRH19,Part-time,Senior,8413.68
9662,ST-70517960-EST1,Full-time,Executive,29763.36
9663,ST-95634668-WFH20,Full-time,Senior,16695.04
9664,ST-67205295-DJR3,Full-time,Entry,4767.61
9665,ST-94968166-BTT15,Part-time,Entry,2469.42
9666,ST-56991414-BMV20,Full-time,Senior,19971.64
9667,ST-48357645-JPH12,Full-time,Entry,2765.50
9668,ST-20816650-PNH5,Part-time,Senior,9363.74
9669,ST-28435397-KMB13,Part-time,Entry,2435.22
9670,ST-66732547-IEB1,Full-time,Executive,22365.22
9671,ST-48214218-TSE6,Part-time,Entry,1883.39
9672,ST-29077597-PJW9,Full-time,Entry,2951.95
9673,ST-98276797-KMW20,Part-time,Senior,7463.41
9674,ST-86127387-ZJB2,Full-time,Senior,18609.86
9675,ST-64544724-SVB17,Part-time,Mid,1711.42
9676,ST-68138665-KCB3,Full-time,Senior,15519.28
9677,ST-27230133-BRC8,Full-time,Entry,2524.09
9678,ST-45981040-MCS2,Part-time,Senior,6951.95
9679,ST-51353505-LCB4,Part-time,Mid,1819.37
9680,ST-12453127-LCU13,Part-time,Entry,1485.07
9681,ST-16947352-ETA21,Part-time,Entry,1158.80
9682,ST-16733317-CWD22,Part-time,Entry,2166.61
9683,ST-83984605-LNW13,Part-time,Senior,9589.52
9684,ST-46531596-ESW8,Part-time,Mid,1077.98
9685,ST-23402462-JTB22,Part-time,Mid,1320.25
9686,ST-40961691-RHG6,Full-time,Entry,4097.75
9687,ST-79550478-BNF1,Full-time,Executive,25770.72
9688,ST-73222992-SMR10,Full-time,Mid,2933.24
9689,ST-64021572-KJW14,Full-time,Entry,3813.13
9690,ST-15387426-SCB7,Part-time,Entry,2432.58
9691,ST-19921602-RGR22,Full-time,Mid,2640.68
9692,ST-79756273-JKY21,Full-time,Mid,4177.62
9693,ST-17236455-LSW15,Part-time,Entry,2078.30
9694,ST-94200879-LMM23,Full-time,Senior,16782.51
9695,ST-87169076-CMJ4,Full-time,Mid,2856.15
9696,ST-53238502-JES6,Full-time,Senior,15642.66
9697,ST-27274721-CJH13,Full-time,Mid,2916.24
9698,ST-59406671-ANJ1,Full-time,Executive,31847.69
9699,ST-21796332-DLH5,Full-time,Entry,3436.77
9700,ST-20873824-CSW11,Full-time,Mid,4509.33
9701,ST-21405149-DAY5,Part-time,Senior,8981.06
9702,ST-59025061-KCP23,Part-time,Senior,9793.21
9703,ST-18662776-LCB5,Part-time,Mid,760.46
9704,ST-17110880-CSC6,Full-time,Mid,2689.70
9705,ST-30058691-AJB20,Part-time,Mid,1703.16
9706,ST-85580634-JDH20,Part-time,Mid,904.54
9707,ST-22907639-ESS3,Full-time,Senior,16496.10
9708,ST-81934169-MCM11,Part-time,Mid,852.55
9709,ST-40261013-JAD22,Part-time,Mid,777.31
9710,ST-42596350-FCG5,Part-time,Entry,1048.49
9711,ST-80176063-JKW5,Part-time,Mid,904.97
9712,ST-76594398-CPM8,Full-time,Entry,4078.26
9713,ST-89372664-JJD23,Full-time,Mid,3435.99
9714,ST-80504036-MCL13,Part-time,Senior,9977.19
9715,ST-33119591-CMD7,Full-time,Entry,4236.03
9716,ST-32888671-JDB23,Full-time,Entry,3650.36
9717,ST-51681968-WMM19,Part-time,Mid,998.22
9718,ST-52130426-CPR24,Full-time,Senior,14668.50
9719,ST-89914324-TCT12,Full-time,Senior,14799.11
9720,ST-70553620-JRG20,Part-time,Entry,2063.36
9721,ST-91361565-JCH4,Full-time,Entry,4204.41
9722,ST-86834624-ACH9,Full-time,Senior,12370.52
9723,ST-69961497-BJL23,Part-time,Senior,6073.21
9724,ST-62372303-MLT1,Full-time,Executive,28657.25
9725,ST-85419598-HCC20,Part-time,Mid,1699.85
9726,ST-39943731-JJS7,Part-time,Senior,8816.60
9727,ST-90229514-DEB11,Full-time,Entry,4265.11
9728,ST-58194940-TJM23,Part-time,Mid,1994.41
9729,ST-76184098-BRR19,Part-time,Entry,1349.04
9730,ST-95337840-TAA7,Full-time,Entry,3549.22
9731,ST-74988001-KDA21,Part-time,Senior,8212.06
9732,ST-18285744-DJM21,Part-time,Mid,2146.91
9733,ST-88183710-JDE6,Part-time,Entry,1532.47
9734,ST-10981861-SAA21,Part-time,Senior,8517.37
9735,ST-53447070-RRC21,Full-time,Senior,12414.29
9736,ST-46201418-SAC2,Full-time,Entry,3435.38
9737,ST-91440111-ECW18,Full-time,Mid,3954.92
9738,ST-63947404-LTS20,Part-time,Mid,1701.93
9739,ST-53461807-TAG16,Full-time,Entry,4295.09
9740,ST-37972592-JJM6,Full-time,Entry,3128.49
9741,ST-83311447-LMR7,Part-time,Entry,755.53
9742,ST-94757248-MDH10,Part-time,Senior,6223.71
9743,ST-47734486-CAY18,Full-time,Entry,3949.68
9744,ST-32141917-BCC18,Part-time,Mid,841.54
9745,ST-50843930-EJC1,Full-time,Executive,34848.64
9746,ST-95919403-CPC17,Part-time,Mid,2386.85
9747,ST-83819719-TCN13,Full-time,Entry,4973.33
9748,ST-27306305-DJR6,Part-time,Mid,981.57
9749,ST-46873403-CCR15,Part-time,Mid,1521.94
9750,ST-83273265-CRJ18,Part-time,Senior,7563.98
9751,ST-19048928-HBJ2,Full-time,Entry,3352.56
9752,ST-86388428-JLR12,Part-time,Senior,9182.23
9753,ST-11917574-SKB20,Full-time,Mid,3809.82
9754,ST-28199221-KCL24,Part-time,Mid,1870.07
9755,ST-87815997-JJB21,Part-time,Senior,7159.24
9756,ST-13956987-FKG15,Part-time,Entry,917.00
9757,ST-90779785-SMH22,Part-time,Mid,1107.19
9758,ST-12565944-TMD14,Full-time,Senior,19671.50
9759,ST-42575241-NSJ1,Full-time,Executive,25116.47
9760,ST-13288227-JCB2,Full-time,Entry,3258.30
9761,ST-82192028-CCE23,Part-time,Senior,8969.61
9762,ST-86126587-DJR21,Full-time,Mid,4073.39
9763,ST-12481375-AJW1,Full-time,Executive,31840.25
9764,ST-53388371-JKA14,Full-time,Senior,10750.31
9765,ST-12104812-RCH11,Part-time,Mid,1897.52
9766,ST-97033052-PBM22,Full-time,Senior,15188.01
9767,ST-77360749-JCM11,Full-time,Entry,3586.23
9768,ST-48162191-SDW7,Part-time,Entry,2171.40
9769,ST-97169795-KRC16,Part-time,Entry,1894.31
9770,ST-31141302-BNA14,Part-time,Entry,2457.29
9771,ST-65937753-PRN23,Part-time,Entry,1521.77
9772,ST-66519188-TRC22,Part-time,Mid,2460.24
9773,ST-23798465-RDJ3,Full-time,Mid,3470.40
9774,ST-58564086-BCF13,Full-time,Senior,14465.85
9775,ST-74249899-JJF10,Part-time,Mid,837.95
9776,ST-40642600-MLS4,Full-time,Mid,3808.71
9777,ST-11092064-JKM4,Part-time,Mid,1497.30
9778,ST-57310700-MNC14,Part-time,Senior,7957.60
9779,ST-95140215-AAJ14,Part-time,Senior,7992.11
9780,ST-94891508-CJH10,Full-time,Entry,2915.90
9781,ST-63612555-GDN2,Part-time,Entry,2251.83
9782,ST-96484390-DRW13,Full-time,Entry,4423.72
9783,ST-22720993-KJH4,Part-time,Mid,1977.85
9784,ST-42601080-MJV10,Full-time,Mid,4988.42
9785,ST-98938176-LMS24,Full-time,Mid,4211.73
9786,ST-93275080-RTL16,Full-time,Entry,3856.47
9787,ST-76827167-KJR20,Part-time,Mid,738.68
9788,ST-47746394-SAB1,Full-time,Executive,27775.11
9789,ST-80797232-SMS11,Full-time,Entry,3360.69
9790,ST-17663745-MAL20,Part-time,Mid,1021.85
9791,ST-80211313-JLH24,Part-time,Senior,8803.44
9792,ST-54898078-EAS23,Part-time,Senior,9193.64
9793,ST-13759785-JBG24,Full-time,Entry,4457.39
9794,ST-35844668-CSB8,Full-time,Mid,3116.89
9795,ST-70373853-LKD12,Part-time,Entry,1638.11
9796,ST-16095904-DTG5,Full-time,Senior,14749.50
9797,ST-41219209-NAM20,Part-time,Mid,1354.15
9798,ST-49127221-RJA2,Full-time,Mid,3888.71
9799,ST-75364481-RJW1,Full-time,Executive,33803.35
9800,ST-60808106-SMB21,Full-time,Entry,4775.75
9801,ST-86516503-NTY5,Part-time,Entry,1589.45
9802,ST-17918394-JTG16,Full-time,Senior,11216.17
9803,ST-80591133-PAS11,Full-time,Senior,12908.92
9804,ST-43494154-RDT5,Part-time,Entry,1718.97
9805,ST-66461207-RAP16,Part-time,Senior,6171.12
9806,ST-28911245-LSP4,Part-time,Entry,933.45
9807,ST-73788805-RNM18,Part-time,Mid,815.36
9808,ST-86837955-ABJ13,Part-time,Entry,1972.86
9809,ST-31638660-KMC2,Part-time,Entry,1829.03
9810,ST-43685167-JGS14,Full-time,Entry,4238.86
9811,ST-15271297-CMR13,Full-time,Entry,2574.49
9812,ST-38593819-JGB3,Full-time,Mid,2900.09
9813,ST-62987947-LLT17,Full-time,Mid,4718.54
9814,ST-28871029-KKJ14,Full-time,Entry,3715.58
9815,ST-76145339-SJS2,Full-time,Entry,3323.19
9816,ST-51468483-JJE16,Part-time,Mid,1032.07
9817,ST-11554649-TAJ17,Full-time,Mid,4611.57
9818,ST-94723028-JKJ4,Full-time,Senior,11348.06
9819,ST-64873409-EKS13,Full-time,Mid,3068.78
9820,ST-37719239-RJM10,Full-time,Senior,11296.07
9821,ST-42377753-ANA14,Full-time,Senior,18376.00
9822,ST-23818371-SRW16,Full-time,Mid,3925.89
9823,ST-84715261-KPG11,Full-time,Mid,2500.20
9824,ST-12701519-CGJ8,Full-time,Entry,3858.93
9825,ST-62271860-BCR18,Full-time,Senior,11612.81
9826,ST-91458727-SKA10,Full-time,Senior,10033.28
9827,ST-24536450-JMP12,Full-time,Mid,3849.28
9828,ST-82809837-RAS4,Part-time,Senior,7565.56
9829,ST-71030345-SJB7,Part-time,Entry,1670.39
9830,ST-85149954-WCB22,Part-time,Mid,2342.95
9831,ST-56315369-JJC16,Full-time,Mid,4954.73
9832,ST-10296396-RMM16,Part-time,Entry,1619.02
9833,ST-21153367-CAM23,Part-time,Entry,1690.33
9834,ST-70203844-JBW9,Full-time,Entry,2712.54
9835,ST-31103926-APB7,Full-time,Mid,3707.26
9836,ST-26707838-DAG24,Part-time,Mid,2041.25
9837,ST-69167403-RCC1,Full-time,Executive,32729.89
9838,ST-76659331-KSL16,Full-time,Mid,3084.30
9839,ST-24419463-EMG18,Full-time,Entry,4972.57
9840,ST-23160060-SSF18,Full-time,Mid,2954.88
9841,ST-47712289-BDM12,Part-time,Mid,1414.80
9842,ST-85011887-ESM12,Part-time,Mid,1842.65
9843,ST-49700730-ART11,Full-time,Entry,4075.06
9844,ST-44523974-JMH11,Full-time,Mid,4522.12
9845,ST-26929150-BLD22,Part-time,Mid,1103.12
9846,ST-25218785-CAJ14,Full-time,Entry,3392.77
9847,ST-78225553-TNM2,Full-time,Mid,2757.07
9848,ST-67754040-CMB2,Full-time,Senior,18484.07
9849,ST-91604267-LCC10,Part-time,Senior,6266.57
9850,ST-38019952-LSL18,Full-time,Entry,2754.96
9851,ST-11186056-NDG18,Full-time,Mid,3198.51
9852,ST-68829112-SSG3,Part-time,Mid,1271.08
9853,ST-83761241-RJM13,Full-time,Senior,11709.14
9854,ST-81351284-JJJ18,Full-time,Entry,3368.25
9855,ST-63123608-PLR16,Full-time,Mid,4414.64
9856,ST-95433096-DWH9,Full-time,Entry,2978.63
9857,ST-52221169-SDS1,Full-time,Executive,34117.70
9858,ST-59252362-SJB11,Part-time,Senior,9920.39
9859,ST-73663040-GAR5,Full-time,Mid,4432.80
9860,ST-81181563-GMF7,Part-time,Mid,2029.31
9861,ST-52283189-MTS23,Part-time,Entry,1859.89
9862,ST-92605465-MTJ19,Part-time,Senior,6720.79
9863,ST-76791243-JKM24,Part-time,Entry,1252.16
9864,ST-79519653-LJG19,Full-time,Senior,11351.70
9865,ST-37609936-LJM22,Part-time,Mid,2150.27
9866,ST-98391605-AMS10,Full-time,Entry,4565.77
9867,ST-59533673-ALS23,Part-time,Entry,1182.65
9868,ST-91945362-BJT2,Full-time,Senior,16656.74
9869,ST-49913469-LKM14,Part-time,Senior,9911.33
9870,ST-99504844-MMH8,Full-time,Mid,4091.32
9871,ST-24444278-CSH12,Full-time,Entry,3444.30
9872,ST-11030825-RCM6,Full-time,Mid,3405.39
9873,ST-58195624-CCK4,Part-time,Entry,2194.11
9874,ST-11634787-CDW4,Full-time,Mid,3612.05
9875,ST-21618594-MAP11,Full-time,Mid,3495.97
9876,ST-68824071-NMR21,Full-time,Mid,3914.36
9877,ST-53239830-KCB9,Part-time,Mid,2340.78
9878,ST-47231515-DJM1,Full-time,Executive,26100.70
9879,ST-41682811-CPD18,Part-time,Entry,2430.48
9880,ST-36579527-JCG8,Full-time,Entry,4578.89
9881,ST-34969847-JJS17,Part-time,Senior,8421.92
9882,ST-77389313-MBR16,Part-time,Senior,6104.25
9883,ST-62191491-TCW6,Full-time,Mid,2941.89
9884,ST-44036039-SJS11,Full-time,Mid,4355.55
9885,ST-66877369-WJT19,Full-time,Mid,4551.55
9886,ST-52466958-ERW7,Full-time,Mid,2734.01
9887,ST-60729038-TTG23,Full-time,Mid,2856.44
9888,ST-45925977-SDV23,Part-time,Entry,1077.53
9889,ST-57392867-TMR3,Part-time,Entry,2293.01
9890,ST-74646827-AWM23,Full-time,Entry,3748.56
9891,ST-14512041-DJG24,Full-time,Entry,4948.94
9892,ST-27662171-JMM21,Part-time,Senior,7924.23
9893,ST-41148781-RME12,Full-time,Mid,2860.58
9894,ST-30149013-KTD24,Part-time,Entry,1697.88
9895,ST-13146874-SEW6,Full-time,Mid,2892.96
9896,ST-63143063-NLH19,Full-time,Entry,3571.09
9897,ST-18216273-CSH24,Part-time,Mid,1753.09
9898,ST-42439267-CKR5,Full-time,Senior,15965.45
9899,ST-28104572-DCK13,Full-time,Entry,4538.95
9900,ST-27726698-RJB12,Part-time,Senior,6187.44
9901,ST-66110025-AJT19,Part-time,Entry,865.48
9902,ST-10055575-JJW5,Part-time,Senior,9589.11
9903,ST-26403345-PSD13,Part-time,Mid,1636.95
9904,ST-12220052-RLJ21,Part-time,Mid,2385.09
9905,ST-75163131-DMW13,Part-time,Mid,732.26
9906,ST-57064391-MJT8,Full-time,Senior,13419.60
9907,ST-29696755-JNT11,Full-time,Senior,10311.65
9908,ST-25218672-MVP2,Part-time,Mid,984.17
9909,ST-13046558-LAS18,Part-time,Senior,6636.38
9910,ST-57016712-WRB17,Full-time,Mid,4299.08
9911,ST-34121083-DAP13,Part-time,Mid,1526.68
9912,ST-47184099-SJL11,Full-time,Entry,2512.46
9913,ST-30995040-SIS19,Full-time,Senior,19187.62
9914,ST-56406661-SNW8,Part-time,Entry,1161.78
9915,ST-30379312-SJB7,Full-time,Senior,10619.30
9916,ST-15599907-AVS15,Part-time,Mid,1294.01
9917,ST-86260831-RRC13,Part-time,Senior,8520.11
9918,ST-64239777-NLV4,Part-time,Entry,2272.30
9919,ST-75524604-ABF24,Part-time,Entry,1174.84
9920,ST-37929987-KAW16,Full-time,Mid,2900.35
9921,ST-66176527-KRF5,Part-time,Mid,1779.85
9922,ST-84678713-RMB5,Part-time,Mid,1365.55
9923,ST-90978452-JMR22,Part-time,Senior,9529.99
9924,ST-80786748-JRJ23,Part-time,Entry,2426.18
9925,ST-39508924-KBA20,Full-time,Entry,2979.52
9926,ST-62127640-JBF4,Part-time,Senior,6330.63
9927,ST-48743207-LMM4,Full-time,Entry,2758.50
9928,ST-41742818-KMC20,Part-time,Mid,1921.85
9929,ST-62661773-FJY21,Full-time,Senior,14208.64
9930,ST-27405833-SDB9,Full-time,Entry,2786.54
9931,ST-13152777-STA13,Full-time,Mid,2872.85
9932,ST-44293879-DAM3,Part-time,Senior,6200.77
9933,ST-35881669-SKP14,Part-time,Senior,9108.86
