sn,staff_id,department_id
7270,ST-52235574-SBM12,12
7271,ST-20186449-KMJ5,5
7272,ST-60097874-AIZ13,13
7273,ST-39763946-MHA11,11
7274,ST-34387030-LRJ18,18
7275,ST-68117141-MDF22,22
7276,ST-43252758-JAO18,18
7277,ST-37937413-AJC9,9
7278,ST-33738395-JSM17,17
7279,ST-99879657-NJB23,23
7280,ST-18532278-STF12,12
7281,ST-96614923-DKC10,10
7282,ST-96972497-MSW4,4
7283,ST-97959590-NPG11,11
7284,ST-22918697-DRT12,12
7285,ST-49527263-DSB5,5
7286,ST-68295090-DAB18,18
7287,ST-40748637-IMW9,9
7288,ST-70349960-BKW7,7
7289,ST-79835709-DDJ10,10
7290,ST-42306785-JMC12,12
7291,ST-38641442-BBC23,23
7292,ST-94096015-KRJ24,24
7293,ST-76892307-CTC20,20
7294,ST-85277171-DAF1,1
7295,ST-38123841-HSS16,16
7296,ST-49043478-SAB18,18
7297,ST-54420938-SRK14,14
7298,ST-45871592-CTS22,22
7299,ST-42420083-CLP15,15
7300,ST-80566275-MLO22,22
7301,ST-38531106-DSC14,14
7302,ST-13951858-MDJ5,5
7303,ST-18017952-JKD6,6
7304,ST-97996891-VBH3,3
7305,ST-46683852-WDH14,14
7306,ST-47207691-JAD15,15
7307,ST-11753858-KLB17,17
7308,ST-92070773-SBH5,5
7309,ST-53045111-STT7,7
7310,ST-45945927-AJW11,11
7311,ST-71320360-KSJ18,18
7312,ST-79277534-CMA21,21
7313,ST-19197178-TMJ24,24
7314,ST-23579830-JCH19,19
7315,ST-14552649-DAV10,10
7316,ST-56345811-MJJ24,24
7317,ST-57546470-RAM16,16
7318,ST-81188010-HLP4,4
7319,ST-49729055-CKW21,21
7320,ST-67990742-JEP22,22
7321,ST-26783160-AEC21,21
7322,ST-33298099-TJR6,6
7323,ST-34799186-KJJ5,5
7324,ST-99860802-ARH10,10
7325,ST-88550332-ECS5,5
7326,ST-87785076-EKC13,13
7327,ST-61947254-TKP19,19
7328,ST-47467068-VBE14,14
7329,ST-65673256-ALW22,22
7330,ST-55902332-CDW8,8
7331,ST-34013548-ANM24,24
7332,ST-43211923-JMJ14,14
7333,ST-64815766-JJB23,23
7334,ST-50897936-ANW22,22
7335,ST-11270319-LKM2,2
7336,ST-73800884-MKS11,11
7337,ST-12822978-EKK11,11
7338,ST-70940131-RJW12,12
7339,ST-46065310-CJP11,11
7340,ST-54805285-WCM3,3
7341,ST-38498740-JCP22,22
7342,ST-18566239-LAC21,21
7343,ST-45637698-BEW16,16
7344,ST-65820281-JDW21,21
7345,ST-87266410-EJO24,24
7346,ST-31588918-CKB14,14
7347,ST-14334053-ASK22,22
7348,ST-22870447-MAC19,19
7349,ST-74579789-CRJ8,8
7350,ST-78530772-MMC14,14
7351,ST-46687600-OJH17,17
7352,ST-19172988-SMN11,11
7353,ST-35578235-NCK9,9
7354,ST-38998392-EKL1,1
7355,ST-14626408-ASV20,20
7356,ST-47156226-DMW12,12
7357,ST-93293981-CCB5,5
7358,ST-96286491-AEC23,23
7359,ST-98820558-SJR21,21
7360,ST-84732988-BAH17,17
7361,ST-91059531-JSD3,3
7362,ST-89727053-HWT11,11
7363,ST-78827402-TZS16,16
7364,ST-36284626-TTB7,7
7365,ST-99230555-AVS7,7
7366,ST-10850913-WER2,2
7367,ST-68855807-RCA15,15
7368,ST-30103292-SMJ13,13
7369,ST-15589895-JJS1,1
7370,ST-27668085-LSW8,8
7371,ST-10931739-ACM19,19
7372,ST-57500958-JJP4,4
7373,ST-97207597-TKP6,6
7374,ST-12377391-DMM8,8
7375,ST-96931199-SBJ2,2
7376,ST-60306570-SCS8,8
7377,ST-11987793-DJF22,22
7378,ST-14446915-JDF8,8
7379,ST-42082952-RCH13,13
7380,ST-19330913-CDA9,9
7381,ST-26111862-KRT23,23
7382,ST-85277078-MSW5,5
7383,ST-43985326-SAR11,11
7384,ST-74852611-CBM24,24
7385,ST-31801688-KJP19,19
7386,ST-27962287-SRB15,15
7387,ST-99981519-SEH6,6
7388,ST-60675917-JPV2,2
7389,ST-87548973-CKM4,4
7390,ST-61187329-EAR7,7
7391,ST-86205720-AAA15,15
7392,ST-44399922-VJD24,24
7393,ST-74439450-KEW22,22
7394,ST-48796500-TMJ15,15
7395,ST-62046897-GBB1,1
7396,ST-66246476-MRS4,4
7397,ST-44452016-ESA15,15
7398,ST-70320591-JDS19,19
7399,ST-78017005-MBJ11,11
7400,ST-43820248-JAD20,20
7401,ST-34656761-EHJ6,6
7402,ST-79861336-TLE4,4
7403,ST-83394186-DCF24,24
7404,ST-50676497-KJS7,7
7405,ST-14252226-CDM21,21
7406,ST-32383753-CHM19,19
7407,ST-10207991-KKR23,23
7408,ST-59776123-JDF9,9
7409,ST-76960663-AAC19,19
7410,ST-69180572-RAK2,2
7411,ST-56508001-JSH1,1
7412,ST-94942688-AHC6,6
7413,ST-98963597-EMC11,11
7414,ST-56503160-NCW5,5
7415,ST-99353651-JTM9,9
7416,ST-37452032-MKC17,17
7417,ST-81239232-BCH24,24
7418,ST-51295938-BDD10,10
7419,ST-93445401-AAL2,2
7420,ST-84155538-SKL20,20
7421,ST-22977232-TKM2,2
7422,ST-27356898-JCB14,14
7423,ST-58614706-DRW15,15
7424,ST-32284773-BCO7,7
7425,ST-25743963-ARC3,3
7426,ST-61609701-SRT10,10
7427,ST-14625932-TJJ22,22
7428,ST-46899090-ASH14,14
7429,ST-50392441-SKM15,15
7430,ST-92382416-JBW11,11
7431,ST-67487356-RCH9,9
7432,ST-50133430-MAB6,6
7433,ST-16160654-GAR22,22
7434,ST-57506320-STS11,11
7435,ST-46158254-ZGG14,14
7436,ST-19734862-JBG5,5
7437,ST-67105975-DJG19,19
7438,ST-84403256-CMH20,20
7439,ST-60812835-TDM9,9
7440,ST-90845174-LBS4,4
7441,ST-87190235-TJG5,5
7442,ST-25340202-MDR17,17
7443,ST-13290300-JJR11,11
7444,ST-84261376-JKR15,15
7445,ST-48516442-DTC20,20
7446,ST-70244380-BCF9,9
7447,ST-61933089-JMR15,15
7448,ST-89249563-EME18,18
7449,ST-13190629-THM9,9
7450,ST-59268471-JEE17,17
7451,ST-19176204-RCD17,17
7452,ST-89322395-TEF12,12
7453,ST-48312561-PRM17,17
7454,ST-64566707-ASC4,4
7455,ST-54633204-KCW24,24
7456,ST-41823384-TTW6,6
7457,ST-32721769-KHS1,1
7458,ST-17637487-GKS23,23
7459,ST-23880383-WLM21,21
7460,ST-14218629-ATR23,23
7461,ST-62720192-MCM3,3
7462,ST-24537429-AAB10,10
7463,ST-53665589-MVD19,19
7464,ST-60918109-MMG23,23
7465,ST-21522313-MKC6,6
7466,ST-78763424-GMK19,19
7467,ST-58988369-RMH5,5
7468,ST-63895619-CRM9,9
7469,ST-25303488-DCA23,23
7470,ST-80018775-CMS17,17
7471,ST-71063529-JAG15,15
7472,ST-55486118-RNB18,18
7473,ST-69610012-ARH22,22
7474,ST-82690586-MRH4,4
7475,ST-23394034-TDD5,5
7476,ST-15237094-MCH5,5
7477,ST-67328769-CAM16,16
7478,ST-44900126-MDP18,18
7479,ST-88711015-BNW1,1
7480,ST-10257661-MLR16,16
7481,ST-30547013-JBY1,1
7482,ST-74029494-ADB14,14
7483,ST-20383893-TYE14,14
7484,ST-42350620-TMH21,21
7485,ST-66430653-VTO19,19
7486,ST-95343482-AES13,13
7487,ST-12021615-CJC12,12
7488,ST-17407987-TMF21,21
7489,ST-55414866-PSM3,3
7490,ST-23173775-CJC9,9
7491,ST-85192740-TRF4,4
7492,ST-98248246-VJR3,3
7493,ST-96684785-TAL6,6
7494,ST-88523944-JAB16,16
7495,ST-18879337-TKR16,16
7496,ST-75504718-STS11,11
7497,ST-87405416-GJB13,13
7498,ST-26108545-EWM4,4
7499,ST-22936965-KKL17,17
7500,ST-16152372-JBA23,23
7501,ST-65620503-LNS6,6
7502,ST-48769528-MSM22,22
7503,ST-29480540-BNB17,17
7504,ST-32729073-SHR21,21
7505,ST-97388573-CKM7,7
7506,ST-36724514-BMM1,1
7507,ST-85752691-RSD17,17
7508,ST-93518316-ALB24,24
7509,ST-10607566-RDP19,19
7510,ST-91339977-JCL13,13
7511,ST-20794059-SGB12,12
7512,ST-27345488-SMS10,10
7513,ST-26199615-DJG2,2
7514,ST-27641184-MEK2,2
7515,ST-46111893-MBA5,5
7516,ST-54429768-ARA12,12
7517,ST-99651001-JJD1,1
7518,ST-10598784-BLR24,24
7519,ST-67824448-CET5,5
7520,ST-47451746-ASF16,16
7521,ST-80405590-JAH15,15
7522,ST-41649610-EHC6,6
7523,ST-74531166-JJO3,3
7524,ST-10535383-DBD6,6
7525,ST-14340285-SDB24,24
7526,ST-64004495-BRW19,19
7527,ST-23384518-DDS24,24
7528,ST-11468245-MEP7,7
7529,ST-81444782-VME23,23
7530,ST-38413328-EER9,9
7531,ST-61244182-SJJ17,17
7532,ST-55989393-MAC19,19
7533,ST-45874459-KJJ22,22
7534,ST-24708979-JJJ13,13
7535,ST-30896779-ECL9,9
7536,ST-91654281-AJS7,7
7537,ST-38129662-CRT10,10
7538,ST-27100500-SAO8,8
7539,ST-52045716-JJS18,18
7540,ST-77178019-NBR22,22
7541,ST-76951190-CLS21,21
7542,ST-79992409-NRM23,23
7543,ST-52028482-MDN6,6
7544,ST-58296949-JRD1,1
7545,ST-73596367-ASD8,8
7546,ST-28249500-JLM13,13
7547,ST-69596403-LCM17,17
7548,ST-97616920-DSN9,9
7549,ST-46937597-EJC2,2
7550,ST-56880056-SMH19,19
7551,ST-26748022-AMB20,20
7552,ST-97671025-BSB4,4
7553,ST-21725059-AAV10,10
7554,ST-79401237-JDP10,10
7555,ST-71919635-TPJ10,10
7556,ST-25189529-MGV14,14
7557,ST-15652650-RZW1,1
7558,ST-58570565-JSC14,14
7559,ST-23149089-DPB2,2
7560,ST-47470235-JTR17,17
7561,ST-42593577-MRC9,9
7562,ST-75789952-TMH3,3
7563,ST-10129746-ELR23,23
7564,ST-67498822-RRM6,6
7565,ST-68580564-TMR13,13
7566,ST-25519267-BLR12,12
7567,ST-96266990-LMS24,24
7568,ST-83372900-CTP4,4
7569,ST-15278889-JKB6,6
7570,ST-99256084-JMF11,11
7571,ST-12905374-MKG20,20
7572,ST-14832837-JKG17,17
7573,ST-34269396-ZFS14,14
7574,ST-59950565-BTS6,6
7575,ST-17282260-CKS6,6
7576,ST-16491779-CGH2,2
7577,ST-50027476-AJH6,6
7578,ST-66920188-NVJ11,11
7579,ST-94184351-ADH16,16
7580,ST-74487797-JDH16,16
7581,ST-85270633-SLV14,14
7582,ST-37659599-ACH8,8
7583,ST-72789829-RCD15,15
7584,ST-42395048-JSH12,12
7585,ST-49028054-MSF9,9
7586,ST-88857071-DJR17,17
7587,ST-65640611-PBM23,23
7588,ST-21866006-BLM18,18
7589,ST-99684761-MCW19,19
7590,ST-62054564-SJC24,24
7591,ST-83181965-TJL19,19
7592,ST-15471639-BJH11,11
7593,ST-91818202-ACA21,21
7594,ST-56922744-JGR9,9
7595,ST-14752855-BMW9,9
7596,ST-49865863-SAH6,6
7597,ST-49079565-LJS12,12
7598,ST-42697740-SAF16,16
7599,ST-27254779-CJB3,3
7600,ST-71082786-MEG11,11
7601,ST-20744009-TLK20,20
7602,ST-68944915-JZH18,18
7603,ST-65272609-DSM20,20
7604,ST-35319594-BDR16,16
7605,ST-36599714-JSR7,7
7606,ST-52210527-NCC8,8
7607,ST-86719401-BRF20,20
7608,ST-93389526-SKG7,7
7609,ST-14863020-CJS1,1
7610,ST-60203649-AJG23,23
7611,ST-41053250-ADG2,2
7612,ST-87491765-EKG7,7
7613,ST-44776614-RMO3,3
7614,ST-50913914-KSB22,22
7615,ST-57213890-DAR3,3
7616,ST-50187409-JJS6,6
7617,ST-13042312-CMH10,10
7618,ST-97791586-YPP14,14
7619,ST-50816271-SDM1,1
7620,ST-94929007-BDB7,7
7621,ST-52936209-KTS3,3
7622,ST-31232410-KVB4,4
7623,ST-19488817-LWB24,24
7624,ST-21777443-JDD16,16
7625,ST-17462497-KHN16,16
7626,ST-71476421-EDM21,21
7627,ST-31760231-ABN9,9
7628,ST-67753266-ADL6,6
7629,ST-86108429-TMP10,10
7630,ST-45799154-JPM4,4
7631,ST-97187271-GDC10,10
7632,ST-66638114-SJH6,6
7633,ST-69537921-MMP23,23
7634,ST-82779621-MCP14,14
7635,ST-19422839-RRB7,7
7636,ST-88383058-TCM22,22
7637,ST-66225752-EKF6,6
7638,ST-69898831-ABW9,9
7639,ST-54994787-RTB5,5
7640,ST-12314670-JJS9,9
7641,ST-60314541-JSA24,24
7642,ST-34894189-EKM11,11
7643,ST-39517306-CDR1,1
7644,ST-91572199-JGM21,21
7645,ST-77621326-LMC18,18
7646,ST-65837388-LBC1,1
7647,ST-79995123-JMD21,21
7648,ST-40178517-STM8,8
7649,ST-23017989-SLE8,8
7650,ST-69517796-MAB15,15
7651,ST-18068683-SMP12,12
7652,ST-65363890-TRD22,22
7653,ST-55662609-MDL15,15
7654,ST-54360582-ACK14,14
7655,ST-89799862-BAD15,15
7656,ST-66253409-JAP19,19
7657,ST-15676593-KCB14,14
7658,ST-76981665-DVG7,7
7659,ST-98522218-AKA1,1
7660,ST-62679307-CJW13,13
7661,ST-21292650-SMS6,6
7662,ST-77583998-KHO16,16
7663,ST-74669749-DVP24,24
7664,ST-18606227-MNY20,20
7665,ST-41085024-RRG7,7
7666,ST-50768217-STT2,2
7667,ST-55249920-EAN8,8
7668,ST-95878280-KSS21,21
7669,ST-54872100-JMJ10,10
7670,ST-22630874-PAW17,17
7671,ST-66146752-AER16,16
7672,ST-48614324-KHH11,11
7673,ST-11000287-KKD5,5
7674,ST-37436383-ARB5,5
7675,ST-81459884-ADG21,21
7676,ST-23409197-DDC16,16
7677,ST-94438520-BCR4,4
7678,ST-67244062-CAG15,15
7679,ST-60641633-DJW7,7
7680,ST-27145488-STR9,9
7681,ST-33983764-JKS4,4
7682,ST-52901507-PCC4,4
7683,ST-28943351-KSW5,5
7684,ST-96261097-TSA14,14
7685,ST-44602657-LWE13,13
7686,ST-82527719-MJJ23,23
7687,ST-88632791-JCM3,3
7688,ST-88516032-DML19,19
7689,ST-77265414-DKM3,3
7690,ST-25100376-DJH7,7
7691,ST-81143395-ASR19,19
7692,ST-47270063-DJG4,4
7693,ST-31178602-WKC3,3
7694,ST-64528179-JAS12,12
7695,ST-42049412-SCM18,18
7696,ST-48252500-JBR8,8
7697,ST-94575865-EJM6,6
7698,ST-67536226-MCB21,21
7699,ST-83766771-MSP4,4
7700,ST-98167216-MKS2,2
7701,ST-83452917-AKG10,10
7702,ST-81019479-GJC18,18
7703,ST-21637814-RJE9,9
7704,ST-16559458-BCG6,6
7705,ST-20497499-RLK1,1
7706,ST-15303719-ESS16,16
7707,ST-92724245-ACO20,20
7708,ST-94739370-KRN15,15
7709,ST-55595178-MEL24,24
7710,ST-19651421-BED14,14
7711,ST-22936917-JRH10,10
7712,ST-11187735-JCB4,4
7713,ST-47866518-WAP5,5
7714,ST-27486489-RCJ1,1
7715,ST-43961463-JJH10,10
7716,ST-45049301-LDB7,7
7717,ST-79984477-MMW17,17
7718,ST-55475981-RVW11,11
7719,ST-25298040-SMR23,23
7720,ST-16809622-TLM20,20
7721,ST-83629022-LRS16,16
7722,ST-25371777-BJP6,6
7723,ST-18085766-BSH24,24
7724,ST-38870423-AGL2,2
7725,ST-68395249-JRM4,4
7726,ST-71551022-RMW10,10
7727,ST-95406020-SRM6,6
7728,ST-55925492-FMP2,2
7729,ST-52199919-CKM17,17
7730,ST-26060326-KCA18,18
7731,ST-89684351-LRS15,15
7732,ST-13127256-CLG3,3
7733,ST-95793414-JSW11,11
7734,ST-93667964-NLR13,13
7735,ST-67015115-ISF17,17
7736,ST-78259050-JBS12,12
7737,ST-93066327-SAH6,6
7738,ST-31418208-MBC3,3
7739,ST-50339778-EMP3,3
7740,ST-69178044-LCW8,8
7741,ST-77174890-VCM23,23
7742,ST-96184156-DJC23,23
7743,ST-63879230-JMH10,10
7744,ST-72403828-JES15,15
7745,ST-97964062-WFM7,7
7746,ST-26907194-AAC2,2
7747,ST-73614427-CTG24,24
7748,ST-39325673-LRB12,12
7749,ST-19871383-CJH15,15
7750,ST-31294447-AAJ17,17
7751,ST-77189263-SWP21,21
7752,ST-51285905-BCM4,4
7753,ST-19582614-LSQ16,16
7754,ST-33626180-MMP20,20
7755,ST-22347183-STJ10,10
7756,ST-80664988-JJA23,23
7757,ST-18103590-CAC12,12
7758,ST-53318566-GJR15,15
7759,ST-16688538-KPM12,12
7760,ST-95481883-MWP8,8
7761,ST-97960312-VPK11,11
7762,ST-59368516-MCY12,12
7763,ST-30081985-DCB6,6
7764,ST-71049641-BSW3,3
7765,ST-56791323-ASV24,24
7766,ST-34965699-OPM9,9
7767,ST-47219311-SCB15,15
7768,ST-77711788-KJB3,3
7769,ST-88798777-WBL13,13
7770,ST-43039922-CDR15,15
7771,ST-39598926-JSL15,15
7772,ST-77473198-JMY12,12
7773,ST-37402965-RMH17,17
7774,ST-46423588-EMS19,19
7775,ST-56273549-MKB14,14
7776,ST-79165593-TCP21,21
7777,ST-87486571-LDC16,16
7778,ST-10583474-KTT2,2
7779,ST-74141621-DCS3,3
7780,ST-13135904-CAL8,8
7781,ST-69226503-BJP20,20
7782,ST-93805618-JDH10,10
7783,ST-13683472-TGC24,24
7784,ST-70198061-CKL7,7
7785,ST-79123677-VKS4,4
7786,ST-85059011-AJM9,9
7787,ST-14726841-NTJ11,11
7788,ST-93508292-JAM11,11
7789,ST-62082836-PRT24,24
7790,ST-21480477-VSB22,22
7791,ST-77595645-SKO23,23
7792,ST-67678920-DLH23,23
7793,ST-81281314-HJR23,23
7794,ST-19026264-AMO16,16
7795,ST-52332103-CCA21,21
7796,ST-64105854-NPH11,11
7797,ST-12662785-TSR16,16
7798,ST-58223937-BAW11,11
7799,ST-65380603-RBB14,14
7800,ST-49646423-KAR14,14
7801,ST-62631059-CWM7,7
7802,ST-94475313-KTF23,23
7803,ST-51965837-GCM12,12
7804,ST-91843256-BJD18,18
7805,ST-16836557-JAW7,7
7806,ST-23532667-LKW15,15
7807,ST-41540832-ABD24,24
7808,ST-36446984-AJM17,17
7809,ST-36856073-KMH10,10
7810,ST-41711372-DSL1,1
7811,ST-43439584-AAC12,12
7812,ST-10380580-TKR9,9
7813,ST-87104282-BCW22,22
7814,ST-89336040-ATG18,18
7815,ST-14282054-KBN9,9
7816,ST-17948826-MRE23,23
7817,ST-47506069-JJL23,23
7818,ST-28837131-HCS4,4
7819,ST-42008465-CJF5,5
7820,ST-38067597-AAR16,16
7821,ST-27039692-MJK21,21
7822,ST-62313428-PDB23,23
7823,ST-20163272-TEL10,10
7824,ST-38329612-JAB1,1
7825,ST-89940804-KAH21,21
7826,ST-87012107-ABH2,2
7827,ST-67372558-TWR5,5
7828,ST-51977704-MTM8,8
7829,ST-44951309-JKT5,5
7830,ST-80808079-LPC22,22
7831,ST-57505464-DJJ15,15
7832,ST-11561989-MKA24,24
7833,ST-46830249-NKL3,3
7834,ST-93619797-BJD8,8
7835,ST-45553044-BKG22,22
7836,ST-49173097-MBT20,20
7837,ST-42682277-KDJ2,2
7838,ST-95480807-JJC3,3
7839,ST-90597887-ARC15,15
7840,ST-97915965-CRD12,12
7841,ST-55291573-JMP21,21
7842,ST-21185319-BMB20,20
7843,ST-49661811-JBO6,6
7844,ST-42508065-CJR24,24
7845,ST-98057554-MMJ13,13
7846,ST-86206149-GAT23,23
7847,ST-99973142-ABW4,4
7848,ST-23565317-KJB7,7
7849,ST-75100235-TCR12,12
7850,ST-46990496-MTW14,14
7851,ST-75978244-PBH22,22
7852,ST-70702919-NAR14,14
7853,ST-15774548-MJM8,8
7854,ST-92985202-JDD3,3
7855,ST-71680086-SKS12,12
7856,ST-80033285-TRS13,13
7857,ST-98495047-AAS16,16
7858,ST-95663241-ACC9,9
7859,ST-12754037-JKG15,15
7860,ST-56614113-SET20,20
7861,ST-46251472-JRC15,15
7862,ST-61112007-LFP19,19
7863,ST-33652588-ECC16,16
7864,ST-46432950-KSP17,17
7865,ST-30053464-ALT16,16
7866,ST-85542469-SLP9,9
7867,ST-30401067-TKR7,7
7868,ST-40574048-MSJ3,3
7869,ST-92044277-BSS6,6
7870,ST-44519087-KSJ17,17
7871,ST-58657257-NRJ21,21
7872,ST-80085476-DLR5,5
7873,ST-19850879-BVD18,18
7874,ST-62315112-RRR17,17
7875,ST-10427558-GRN24,24
7876,ST-45582378-DAR14,14
7877,ST-75984999-AJF9,9
7878,ST-13349305-CTF13,13
7879,ST-54781969-HMW3,3
7880,ST-83957109-AVB9,9
7881,ST-20259215-SJT8,8
7882,ST-78740291-GBG10,10
7883,ST-98573350-NLB16,16
7884,ST-64824744-SDP11,11
7885,ST-84729557-LDW4,4
7886,ST-20848970-KRJ7,7
7887,ST-90145289-AVB11,11
7888,ST-57875642-ALR12,12
7889,ST-70324780-LTR15,15
7890,ST-51562468-RSK15,15
7891,ST-57307626-KCW15,15
7892,ST-89907801-KRA19,19
7893,ST-27661570-HCR9,9
7894,ST-75584496-KBE1,1
7895,ST-92865015-RJR24,24
7896,ST-59750959-JBD14,14
7897,ST-49574954-VAL9,9
7898,ST-54227211-TKM21,21
7899,ST-88866819-JSR17,17
7900,ST-30057771-SGT19,19
7901,ST-80122556-BRT15,15
7902,ST-66506699-RRM12,12
7903,ST-53796831-PDB8,8
7904,ST-94069536-MDW14,14
7905,ST-78548901-TRB4,4
7906,ST-44236025-DBR9,9
7907,ST-92810825-SMS20,20
7908,ST-23928031-YAS12,12
7909,ST-58350377-KSM12,12
7910,ST-81973502-VKM3,3
7911,ST-52420163-SAK19,19
7912,ST-36733694-BPH19,19
7913,ST-62693195-MEP20,20
7914,ST-57075100-EMR4,4
7915,ST-43569662-DGG17,17
7916,ST-77774642-TRW5,5
7917,ST-96878570-MSD5,5
7918,ST-97995063-TBC6,6
7919,ST-45160855-MKD1,1
7920,ST-75531641-CMM20,20
7921,ST-69180500-BSM22,22
7922,ST-92776765-RMF5,5
7923,ST-80203841-LDM3,3
7924,ST-56436590-JJC24,24
7925,ST-64496973-AAS22,22
7926,ST-80073133-TDW12,12
7927,ST-97998717-JNB22,22
7928,ST-27922973-DCS18,18
7929,ST-25891201-CHB16,16
7930,ST-78734972-BLP3,3
7931,ST-85843513-BGR6,6
7932,ST-41035556-MRM10,10
7933,ST-70850712-YLN10,10
7934,ST-31506412-VAC7,7
7935,ST-68901257-BAV3,3
7936,ST-15591935-SJM3,3
7937,ST-62851053-SCW9,9
7938,ST-37102151-JLH19,19
7939,ST-73746691-NJD23,23
7940,ST-61563506-KAG7,7
7941,ST-20685118-AAM20,20
7942,ST-19100630-AMC15,15
7943,ST-37986043-JDG9,9
7944,ST-37702800-KKS8,8
7945,ST-39968555-EGG1,1
7946,ST-41792788-GOM8,8
7947,ST-13373552-JJY18,18
7948,ST-23589493-EDG10,10
7949,ST-26207759-KSJ7,7
7950,ST-16316574-EEK12,12
7951,ST-36782962-KDP16,16
7952,ST-61890023-BPJ18,18
7953,ST-38149142-MKM5,5
7954,ST-34694747-RCL14,14
7955,ST-80119190-HVP3,3
7956,ST-29286191-RAS5,5
7957,ST-26043531-KMJ18,18
7958,ST-83311075-KJM3,3
7959,ST-16852461-APW4,4
7960,ST-80683143-EMG9,9
7961,ST-27921784-BHF2,2
7962,ST-75298025-DDP11,11
7963,ST-33371104-MJJ10,10
7964,ST-47363114-DHH5,5
7965,ST-28986886-BSB19,19
7966,ST-30769141-DGB21,21
7967,ST-60553702-CKV19,19
7968,ST-73529557-SRL7,7
7969,ST-37414728-DTF11,11
7970,ST-37880378-KNG10,10
7971,ST-12786421-SDH15,15
7972,ST-40488053-TDR1,1
7973,ST-90347046-AKF20,20
7974,ST-95792157-KDG10,10
7975,ST-48032514-ACM17,17
7976,ST-66860776-CRP6,6
7977,ST-46456628-KSP22,22
7978,ST-96833556-JAP9,9
7979,ST-74461475-AMC13,13
7980,ST-77019024-DJD12,12
7981,ST-86910328-ADJ20,20
7982,ST-75054927-GLH17,17
7983,ST-12297228-JJL13,13
7984,ST-60951195-JEM24,24
7985,ST-64070595-KBS21,21
7986,ST-97335319-AJM5,5
7987,ST-22487702-CTD11,11
7988,ST-63430113-RSM4,4
7989,ST-92622044-MMP16,16
7990,ST-89404512-AJC8,8
7991,ST-21875665-KCA22,22
7992,ST-59391677-AJH2,2
7993,ST-24776041-JJM15,15
7994,ST-69588044-XAS7,7
7995,ST-71123848-JSB14,14
7996,ST-76060597-CRG4,4
7997,ST-42667486-MBC5,5
7998,ST-28123745-MDW17,17
7999,ST-32215567-NOA18,18
8000,ST-24296466-TCE12,12
8001,ST-20242453-JHK6,6
8002,ST-68438151-GBH6,6
8003,ST-94317749-HSH1,1
8004,ST-68880043-MRW9,9
8005,ST-76191293-SSP22,22
8006,ST-16927725-SJW5,5
8007,ST-18689214-ARH15,15
8008,ST-52933912-CJJ21,21
8009,ST-43162474-JSB22,22
8010,ST-17036981-KVB1,1
8011,ST-98208839-JJN8,8
8012,ST-86228096-VWS16,16
8013,ST-80577620-BJC3,3
8014,ST-12809668-GCW14,14
8015,ST-57586995-TVR1,1
8016,ST-29912525-SKH19,19
8017,ST-94787802-PJD20,20
8018,ST-18635127-BCS9,9
8019,ST-31539676-JAT4,4
8020,ST-12746961-MTO14,14
8021,ST-22834021-RRT8,8
8022,ST-82767075-SCH11,11
8023,ST-56291235-ZBH4,4
8024,ST-41872163-JJH15,15
8025,ST-21379829-JDC24,24
8026,ST-66392052-FRW19,19
8027,ST-49153784-RSF4,4
8028,ST-65879934-BAM23,23
8029,ST-65357933-AJE24,24
8030,ST-71048982-CAW5,5
8031,ST-81032103-RPM24,24
8032,ST-53897415-PDE15,15
8033,ST-32125442-TNF20,20
8034,ST-27036710-MRB4,4
8035,ST-73194063-MCM24,24
8036,ST-29127231-PLM8,8
8037,ST-10867086-ARC2,2
8038,ST-33926567-RAD19,19
8039,ST-14505643-SMR14,14
8040,ST-56621312-TBW22,22
8041,ST-80114026-MGC19,19
8042,ST-94912226-PSE12,12
8043,ST-74681895-MSM21,21
8044,ST-71279993-BJP7,7
8045,ST-85806363-TBG23,23
8046,ST-15815712-KAJ1,1
8047,ST-79385723-SMC13,13
8048,ST-65804853-HAB6,6
8049,ST-73433978-DSC2,2
8050,ST-90157498-RSN14,14
8051,ST-25926667-DGB24,24
8052,ST-79624996-PJC5,5
8053,ST-73584166-SRD4,4
8054,ST-27808659-MDW10,10
8055,ST-33058880-CGH12,12
8056,ST-55312157-MJH23,23
8057,ST-85692274-BKH13,13
8058,ST-71953848-AJL24,24
8059,ST-14099892-AAS23,23
8060,ST-43768986-JRW11,11
8061,ST-92944161-JGR14,14
8062,ST-30653707-CCB4,4
8063,ST-73415501-VWL1,1
8064,ST-97495409-SBR24,24
8065,ST-55684517-FDF6,6
8066,ST-89791199-JJP12,12
8067,ST-17738298-CRT7,7
8068,ST-81292611-LNC1,1
8069,ST-63099902-DPC11,11
8070,ST-69681348-JCR9,9
8071,ST-98290541-DRJ6,6
8072,ST-86363409-DAL19,19
8073,ST-14752768-CJK22,22
8074,ST-84442184-CML5,5
8075,ST-55352874-LMM12,12
8076,ST-91004656-RSG11,11
8077,ST-54335974-TWW9,9
8078,ST-46804238-EAM7,7
8079,ST-47880748-KMS20,20
8080,ST-16870412-JCJ7,7
8081,ST-28761748-ACK15,15
8082,ST-14468684-CRK2,2
8083,ST-93167213-CKP8,8
8084,ST-85492757-MLA22,22
8085,ST-74173577-JAO24,24
8086,ST-88425023-KMH21,21
8087,ST-19975375-SCM24,24
8088,ST-70903437-BML12,12
8089,ST-21645586-AMM6,6
8090,ST-82227409-CJL19,19
